Area Type,Area Name,Year,Period,Labor Force,Employment,Unemployment,Unemployment Rate,Seasonally Adjusted (Y N),Status
Sub-County Place,Bertsch-Oceanview CDP,2010,Annual,"1,100","1,000",100,9.2%,N,Final
Sub-County Place,Bethel Island CDP,2010,Annual,900,800,100,14.5%,N,Final
Sub-County Place,Beverly Hills city,2010,Annual,"18,100","16,000","2,200",11.9%,N,Final
Sub-County Place,Big Bear City CDP,2010,Annual,"4,800","4,400",400,8.3%,N,Final
Sub-County Place,Big Bear Lake city,2010,Annual,"2,100","1,800",300,14.1%,N,Final
Sub-County Place,Big Pine CDP,2010,Annual,"1,000","1,000",0,4.3%,N,Final
Sub-County Place,Big River CDP,2010,Annual,500,400,100,14%,N,Final
Sub-County Place,Biggs city,2010,Annual,800,600,200,27.2%,N,Final
Sub-County Place,Biola CDP,2010,Annual,300,300,100,20.4%,N,Final
Sub-County Place,Bishop city,2010,Annual,"2,200","2,000",100,6.9%,N,Final
Sub-County Place,Blackhawk CDP,2010,Annual,"4,600","4,300",300,5.7%,N,Final
Sub-County Place,Bloomington CDP,2010,Annual,"9,700","8,200","1,500",15.6%,N,Final
Sub-County Place,Blue Lake city,2010,Annual,700,700,0,4.8%,N,Final
Sub-County Place,Bluewater CDP,2010,Annual,0,0,0,61.8%,N,Final
Sub-County Place,Blythe city,2010,Annual,"6,500","5,500","1,000",15.3%,N,Final
Sub-County Place,Bodega Bay CDP,2010,Annual,300,300,0,0%,N,Final
Sub-County Place,Bodfish CDP,2010,Annual,800,600,200,19.5%,N,Final
Sub-County Place,Bonadelle Ranchos-Madera Ranchos CDP,2010,Annual,"4,900","4,300",500,11.3%,N,Final
Sub-County Place,Bonita CDP,2010,Annual,"6,800","6,000",800,11.6%,N,Final
Sub-County Place,Bootjack CDP,2010,Annual,400,300,100,27.4%,N,Final
Sub-County Place,Boron CDP,2010,Annual,900,700,200,24.3%,N,Final
Sub-County Place,Boronda CDP,2010,Annual,700,600,200,22.2%,N,Final
Sub-County Place,Bostonia CDP,2010,Annual,"7,000","6,200",700,10.7%,N,Final
Sub-County Place,Boulder Creek CDP,2010,Annual,"3,200","2,900",200,7.5%,N,Final
Sub-County Place,Boyes Hot Springs CDP,2010,Annual,"3,500","3,000",500,14%,N,Final
Sub-County Place,Bradbury city,2010,Annual,500,400,0,9.2%,N,Final
Sub-County Place,Bradley CDP,2010,Annual,0,0,0,0%,N,Final
Sub-County Place,Brawley city,2010,Annual,"12,000","8,300","3,800",31.3%,N,Final
Sub-County Place,Brea city,2010,Annual,"20,900","19,000","2,000",9.4%,N,Final
Sub-County Place,Brentwood city,2010,Annual,"24,000","21,800","2,200",9.3%,N,Final
Sub-County Place,Bret Harte CDP,2010,Annual,"2,300","1,700",600,27.6%,N,Final
Sub-County Place,Brisbane city,2010,Annual,"2,700","2,400",300,10.6%,N,Final
Sub-County Place,Broadmoor CDP,2010,Annual,"2,200","2,100",200,7.6%,N,Final
Sub-County Place,Bucks Lake CDP,2010,Annual,0,0,0,0%,N,Final
Sub-County Place,Buellton city,2010,Annual,"2,900","2,700",200,6.3%,N,Final
Sub-County Place,Buena Park city,2010,Annual,"38,900","35,600","3,300",8.4%,N,Final
Sub-County Place,Buena Vista CDP,2010,Annual,400,300,100,21.9%,N,Final
Sub-County Place,Burbank city,2010,Annual,"56,700","50,800","5,900",10.4%,N,Final
Sub-County Place,Burlingame city,2010,Annual,"15,700","14,700","1,000",6.6%,N,Final
Sub-County Place,Burney CDP,2010,Annual,"1,300","1,200",100,5.8%,N,Final
Sub-County Place,Buttonwillow CDP,2010,Annual,900,800,100,10%,N,Final
Sub-County Place,Byron CDP,2010,Annual,500,400,0,7.2%,N,Final
Sub-County Place,Bystrom CDP,2010,Annual,"1,600","1,200",400,22.1%,N,Final
Sub-County Place,Cabazon CDP,2010,Annual,600,500,100,13.8%,N,Final
Sub-County Place,Calabasas city,2010,Annual,"11,300","10,400",900,8.3%,N,Final
Sub-County Place,Calexico city,2010,Annual,"18,200","12,200","6,000",33%,N,Final
Sub-County Place,California City city,2010,Annual,"6,200","4,300","1,900",30.1%,N,Final
Sub-County Place,Calimesa city,2010,Annual,"3,200","2,900",300,9.4%,N,Final
Sub-County Place,Calipatria city,2010,Annual,"2,500","1,900",600,22.4%,N,Final
Sub-County Place,Calistoga city,2010,Annual,"2,500","2,400",100,2.4%,N,Final
Sub-County Place,Calwa CDP,2010,Annual,800,600,200,22.7%,N,Final
Sub-County Place,Camarillo city,2010,Annual,"33,500","30,500","3,100",9.2%,N,Final
Sub-County Place,Cambria CDP,2010,Annual,"2,900","2,700",200,7.3%,N,Final
Sub-County Place,Cameron Park CDP,2010,Annual,"8,900","7,900","1,100",12.1%,N,Final
Sub-County Place,Campbell city,2010,Annual,"23,100","21,300","1,800",7.7%,N,Final
Sub-County Place,Cantua Creek CDP,2010,Annual,100,0,0,49.9%,N,Final
Sub-County Place,Canyon Lake city,2010,Annual,"5,100","4,600",500,10.6%,N,Final
Sub-County Place,Canyondam CDP,2010,Annual,0,0,0,0%,N,Final
Sub-County Place,Capitola city,2010,Annual,"5,600","5,000",600,10.7%,N,Final
Sub-County Place,Carlsbad city,2010,Annual,"51,500","46,500","5,000",9.8%,N,Final
Sub-County Place,Carmel Valley Village CDP,2010,Annual,"2,900","2,600",300,9.3%,N,Final
Sub-County Place,Carmel-by-the-Sea city,2010,Annual,"1,700","1,600",100,5.8%,N,Final
Sub-County Place,Carmichael CDP,2010,Annual,"30,100","26,300","3,800",12.6%,N,Final
Sub-County Place,Carpinteria city,2010,Annual,"7,500","6,800",600,8.6%,N,Final
Sub-County Place,Carson city,2010,Annual,"47,200","39,700","7,500",15.8%,N,Final
Sub-County Place,Cartago CDP,2010,Annual,0,0,0,0%,N,Final
Sub-County Place,Caruthers CDP,2010,Annual,"1,400","1,300",100,8%,N,Final
Sub-County Place,Casa Conejo CDP,2010,Annual,"1,700","1,500",200,13.1%,N,Final
Sub-County Place,Casa de Oro-Mount Helix CDP,2010,Annual,"9,900","8,900","1,000",10.3%,N,Final
Sub-County Place,Castro Valley CDP,2010,Annual,"32,100","28,800","3,400",10.4%,N,Final
Sub-County Place,Castroville CDP,2010,Annual,"3,200","2,400",800,25.1%,N,Final
Sub-County Place,Cathedral City city,2010,Annual,"23,700","21,000","2,700",11.4%,N,Final
Sub-County Place,Cayucos CDP,2010,Annual,"1,400","1,300",100,7.1%,N,Final
Sub-County Place,Ceres city,2010,Annual,"21,700","17,800","3,900",18%,N,Final
Sub-County Place,Cerritos city,2010,Annual,"23,800","21,600","2,200",9.4%,N,Final
Sub-County Place,Challenge-Brownsville CDP,2010,Annual,500,400,100,20.5%,N,Final
Sub-County Place,Channel Islands Beach CDP,2010,Annual,"2,000","1,700",300,14.6%,N,Final
Sub-County Place,Charter Oak CDP,2010,Annual,"4,700","4,200",500,10.4%,N,Final
Sub-County Place,Cherry Valley CDP,2010,Annual,"2,500","2,300",200,8.8%,N,Final
Sub-County Place,Cherryland CDP,2010,Annual,"6,500","5,600",900,14.3%,N,Final
Sub-County Place,Chester CDP,2010,Annual,900,600,300,30.8%,N,Final
Sub-County Place,Chico city,2010,Annual,"46,300","40,800","5,400",11.7%,N,Final
Sub-County Place,Chilcoot-Vinton CDP,2010,Annual,400,300,100,31.2%,N,Final
Sub-County Place,China Lake Acres CDP,2010,Annual,600,600,0,6.5%,N,Final
Sub-County Place,Chinese Camp CDP,2010,Annual,100,0,0,34.1%,N,Final
Sub-County Place,Chino city,2010,Annual,"35,600","31,800","3,800",10.6%,N,Final
Sub-County Place,Chino Hills city,2010,Annual,"39,200","35,200","4,000",10.1%,N,Final
Sub-County Place,Chowchilla city,2010,Annual,"5,100","4,300",900,16.7%,N,Final
Sub-County Place,Chualar CDP,2010,Annual,700,600,100,18.2%,N,Final
Sub-County Place,Chula Vista city,2010,Annual,"117,300","101,700","15,600",13.3%,N,Final
Sub-County Place,Citrus CDP,2010,Annual,"5,300","4,400","1,000",17.9%,N,Final
Sub-County Place,Citrus Heights city,2010,Annual,"43,500","37,700","5,700",13.2%,N,Final
Sub-County Place,Claremont city,2010,Annual,"16,300","14,400","1,900",11.9%,N,Final
Sub-County Place,Clayton city,2010,Annual,"5,500","5,000",500,9.7%,N,Final
Sub-County Place,Clear Creek CDP,2010,Annual,100,100,0,6.2%,N,Final
Sub-County Place,Clearlake city,2010,Annual,"6,800","5,400","1,500",21.4%,N,Final
Sub-County Place,Clearlake Oaks CDP,2010,Annual,500,500,0,3.4%,N,Final
Sub-County Place,Clio CDP,2010,Annual,0,0,0,0%,N,Final
Sub-County Place,Cloverdale city,2010,Annual,"4,100","3,700",400,9.4%,N,Final
Sub-County Place,Clovis city,2010,Annual,"48,600","42,200","6,400",13.1%,N,Final
Sub-County Place,Clyde CDP,2010,Annual,300,300,0,10.4%,N,Final
Sub-County Place,Coachella city,2010,Annual,"18,000","14,300","3,700",20.5%,N,Final
Sub-County Place,Coalinga city,2010,Annual,"7,500","6,800",800,10.1%,N,Final
Sub-County Place,Cobb CDP,2010,Annual,900,900,0,2.4%,N,Final
Sub-County Place,Colfax city,2010,Annual,"1,200",900,200,20.7%,N,Final
Sub-County Place,Colton city,2010,Annual,"23,100","20,000","3,100",13.5%,N,Final
Sub-County Place,Columbia CDP,2010,Annual,"1,100",800,300,28.5%,N,Final
Sub-County Place,Colusa city,2010,Annual,"3,200","2,600",600,19.6%,N,Final
Sub-County Place,Commerce city,2010,Annual,"5,700","4,700","1,000",17.8%,N,Final
Sub-County Place,Compton city,2010,Annual,"41,000","33,400","7,700",18.7%,N,Final
Sub-County Place,Concord city,2010,Annual,"64,500","56,900","7,600",11.8%,N,Final
Sub-County Place,Concow CDP,2010,Annual,300,200,0,11.7%,N,Final
Sub-County Place,Copperopolis CDP,2010,Annual,"1,800","1,700",200,8.7%,N,Final
Sub-County Place,Corcoran city,2010,Annual,"4,900","4,000",900,18.9%,N,Final
Sub-County Place,Corning city,2010,Annual,"3,200","2,600",600,19.2%,N,Final
Sub-County Place,Corona city,2010,Annual,"74,000","65,900","8,100",11%,N,Final
Sub-County Place,Coronado city,2010,Annual,"8,400","7,900",500,6.3%,N,Final
Sub-County Place,Corralitos CDP,2010,Annual,"1,400","1,100",300,23.5%,N,Final
Sub-County Place,Corte Madera town,2010,Annual,"4,700","4,400",300,5.4%,N,Final
Sub-County Place,Costa Mesa city,2010,Annual,"64,300","58,000","6,300",9.9%,N,Final
Sub-County Place,Cotati city,2010,Annual,"4,200","3,600",600,14.1%,N,Final
Sub-County Place,Coto de Caza CDP,2010,Annual,"7,100","6,600",500,7%,N,Final
Sub-County Place,Cottonwood CDP,2010,Annual,"1,300","1,200",200,11.2%,N,Final
Sub-County Place,Country Club CDP,2010,Annual,"4,300","3,600",700,16.6%,N,Final
Sub-County Place,Covelo CDP,2010,Annual,600,500,100,15%,N,Final
Sub-County Place,Covina city,2010,Annual,"24,300","20,700","3,600",14.7%,N,Final
Sub-County Place,Crescent City city,2010,Annual,"2,000","1,600",400,18.6%,N,Final
Sub-County Place,Crescent Mills CDP,2010,Annual,0,0,0,0%,N,Final
Sub-County Place,Crestline CDP,2010,Annual,"3,900","3,700",200,6.3%,N,Final
Sub-County Place,Creston CDP,2010,Annual,0,0,0,0%,N,Final
Sub-County Place,C-Road CDP,2010,Annual,200,200,100,26.2%,N,Final
Sub-County Place,Crockett CDP,2010,Annual,"2,000","1,800",200,8.4%,N,Final
Sub-County Place,Cromberg CDP,2010,Annual,0,0,0,0%,N,Final
Sub-County Place,Cudahy city,2010,Annual,"10,300","8,700","1,600",15.5%,N,Final
Sub-County Place,Culver City city,2010,Annual,"21,900","19,900","2,000",9.3%,N,Final
Sub-County Place,Cupertino city,2010,Annual,"27,200","24,900","2,300",8.5%,N,Final
Sub-County Place,Cutler CDP,2010,Annual,"2,300","1,500",800,32.8%,N,Final
Sub-County Place,Cypress city,2010,Annual,"23,800","22,200","1,600",6.7%,N,Final
Sub-County Place,Daly City city,2010,Annual,"57,900","52,000","5,900",10.1%,N,Final
Sub-County Place,Dana Point city,2010,Annual,"18,500","16,800","1,700",9.2%,N,Final
Sub-County Place,Danville town,2010,Annual,"19,600","17,900","1,700",8.8%,N,Final
Sub-County Place,Darwin CDP,2010,Annual,0,0,0,0%,N,Final
Sub-County Place,Davis city,2010,Annual,"34,400","31,100","3,200",9.4%,N,Final
Sub-County Place,Day Valley CDP,2010,Annual,"1,700","1,500",200,13.3%,N,Final
Sub-County Place,Deer Park CDP,2010,Annual,700,700,0,4.6%,N,Final
Sub-County Place,Del Aire CDP,2010,Annual,"5,000","4,700",300,5.7%,N,Final
Sub-County Place,Del Mar city,2010,Annual,"2,400","2,400",0,1.1%,N,Final
Sub-County Place,Del Monte Forest CDP,2010,Annual,"1,800","1,700",100,5.4%,N,Final
Sub-County Place,Del Rey CDP,2010,Annual,600,500,100,11%,N,Final
Sub-County Place,Del Rey Oaks city,2010,Annual,900,900,100,9.5%,N,Final
Sub-County Place,Delano city,2010,Annual,"19,400","15,800","3,600",18.5%,N,Final
Sub-County Place,Delhi CDP,2010,Annual,"5,400","4,200","1,200",21.6%,N,Final
Sub-County Place,Delleker CDP,2010,Annual,400,200,200,49.1%,N,Final
Sub-County Place,Denair CDP,2010,Annual,"2,400","2,300",100,5.8%,N,Final
Sub-County Place,Derby Acres CDP,2010,Annual,100,100,0,0%,N,Final
Sub-County Place,Desert Hot Springs city,2010,Annual,"10,900","9,200","1,800",16.2%,N,Final
Sub-County Place,Desert View Highlands CDP,2010,Annual,"1,200",800,300,28.8%,N,Final
Sub-County Place,Diablo CDP,2010,Annual,500,500,0,0%,N,Final
Sub-County Place,Diamond Bar city,2010,Annual,"28,600","26,300","2,300",8.2%,N,Final
Sub-County Place,Diamond Springs CDP,2010,Annual,"5,300","4,200","1,000",19.8%,N,Final
Sub-County Place,Dinuba city,2010,Annual,"10,300","8,500","1,800",17.8%,N,Final
Sub-County Place,Discovery Bay CDP,2010,Annual,"5,800","5,300",600,9.9%,N,Final
Sub-County Place,Dixon city,2010,Annual,"9,500","8,500","1,000",10.8%,N,Final
Sub-County Place,Dixon Lane-Meadow Creek CDP,2010,Annual,"1,400","1,200",100,10.5%,N,Final
Sub-County Place,Dollar Point CDP,2010,Annual,500,400,100,14.7%,N,Final
Sub-County Place,Dorrington CDP,2010,Annual,100,100,0,0%,N,Final
Sub-County Place,Dos Palos city,2010,Annual,"2,000","1,500",500,24.5%,N,Final
Sub-County Place,Downey city,2010,Annual,"55,900","49,700","6,200",11.2%,N,Final
Sub-County Place,Duarte city,2010,Annual,"10,300","9,100","1,200",11.3%,N,Final
Sub-County Place,Dublin city,2010,Annual,"23,100","21,500","1,600",6.9%,N,Final
Sub-County Place,Ducor CDP,2010,Annual,200,200,0,20.1%,N,Final
Sub-County Place,Dunsmuir city,2010,Annual,700,500,200,31.5%,N,Final
Sub-County Place,Durham CDP,2010,Annual,"3,200","2,700",400,13.9%,N,Final
Sub-County Place,Dustin Acres CDP,2010,Annual,300,300,0,0%,N,Final
Sub-County Place,Earlimart CDP,2010,Annual,"2,900","2,200",700,23.8%,N,Final
Sub-County Place,East Foothills CDP,2010,Annual,"3,900","3,500",400,11%,N,Final
Sub-County Place,East Hemet CDP,2010,Annual,"9,100","7,500","1,500",17.1%,N,Final
Sub-County Place,East Los Angeles CDP,2010,Annual,"54,100","46,500","7,700",14.1%,N,Final
Sub-County Place,East Oakdale CDP,2010,Annual,"1,300","1,200",200,11.4%,N,Final
Sub-County Place,East Orosi CDP,2010,Annual,100,0,100,58.6%,N,Final
Sub-County Place,East Palo Alto city,2010,Annual,"13,800","12,100","1,800",12.9%,N,Final
Sub-County Place,East Pasadena CDP,2010,Annual,"3,000","2,700",300,10.3%,N,Final
Sub-County Place,East Porterville CDP,2010,Annual,"3,100","2,400",700,23.2%,N,Final
Sub-County Place,East Quincy CDP,2010,Annual,"1,300","1,100",200,13.3%,N,Final
Sub-County Place,East Richmond Heights CDP,2010,Annual,"1,700","1,500",200,10.3%,N,Final
Sub-County Place,East San Gabriel CDP,2010,Annual,"7,900","7,200",700,8.7%,N,Final
Sub-County Place,East Shore CDP,2010,Annual,100,100,0,0%,N,Final
Sub-County Place,East Sonora CDP,2010,Annual,"1,000",900,100,7.3%,N,Final
Sub-County Place,Easton CDP,2010,Annual,900,800,100,12.4%,N,Final
Sub-County Place,Eastvale city,2010,Annual,"25,900","23,400","2,500",9.5%,N,Final
Sub-County Place,Edwards AFB CDP,2010,Annual,800,800,100,6.6%,N,Final
Sub-County Place,El Cajon city,2010,Annual,"46,800","39,700","7,000",15.1%,N,Final
Sub-County Place,El Centro city,2010,Annual,"21,100","15,400","5,700",27%,N,Final
Sub-County Place,El Cerrito CDP,2010,Annual,"2,900","2,400",500,16.4%,N,Final
Sub-County Place,El Cerrito city,2010,Annual,"13,000","11,800","1,300",9.7%,N,Final
Sub-County Place,El Dorado Hills CDP,2010,Annual,"20,900","19,300","1,600",7.6%,N,Final
Sub-County Place,El Granada CDP,2010,Annual,"3,000","2,800",300,8.4%,N,Final
Sub-County Place,El Monte city,2010,Annual,"52,100","44,200","7,900",15.2%,N,Final
Sub-County Place,El Paso de Robles (Paso Robles) city,2010,Annual,"15,300","13,600","1,700",11.2%,N,Final
Sub-County Place,El Rio CDP,2010,Annual,"3,000","2,600",400,12.4%,N,Final
Sub-County Place,El Segundo city,2010,Annual,"9,300","8,700",700,7.1%,N,Final
Sub-County Place,El Sobrante CDP (Contra Costa County),2010,Annual,"7,400","6,600",800,10.8%,N,Final
Sub-County Place,El Verano CDP,2010,Annual,"2,100","1,800",200,11.3%,N,Final
Sub-County Place,Elk Grove city,2010,Annual,"74,800","67,400","7,400",9.9%,N,Final
Sub-County Place,Elkhorn CDP,2010,Annual,"1,000",800,100,12.9%,N,Final
Sub-County Place,Elmira CDP,2010,Annual,100,0,0,15.8%,N,Final
Sub-County Place,Emeryville city,2010,Annual,"6,700","6,200",500,7.1%,N,Final
Sub-County Place,Empire CDP,2010,Annual,"1,600","1,300",300,18.2%,N,Final
Sub-County Place,Encinitas city,2010,Annual,"32,000","29,100","2,800",8.8%,N,Final
Sub-County Place,Escalon city,2010,Annual,"3,600","3,200",400,9.9%,N,Final
Sub-County Place,Escondido city,2010,Annual,"67,800","60,500","7,300",10.8%,N,Final
Sub-County Place,Esparto CDP,2010,Annual,"1,500","1,400",100,8.7%,N,Final
Sub-County Place,Etna city,2010,Annual,200,200,0,15.8%,N,Final
Sub-County Place,Eucalyptus Hills CDP,2010,Annual,"2,700","2,400",300,11.8%,N,Final
Sub-County Place,Eureka city,2010,Annual,"13,600","12,200","1,400",10.3%,N,Final
Sub-County Place,Exeter city,2010,Annual,"4,600","3,900",800,16.4%,N,Final
Sub-County Place,Fair Oaks CDP,2010,Annual,"16,000","14,600","1,400",8.8%,N,Final
Sub-County Place,Fairbanks Ranch CDP,2010,Annual,700,700,0,0%,N,Final
Sub-County Place,Fairfax town,2010,Annual,"4,600","4,300",300,5.8%,N,Final
Sub-County Place,Fairfield city,2010,Annual,"49,900","44,200","5,700",11.4%,N,Final
Sub-County Place,Fairmead CDP,2010,Annual,400,300,100,29.4%,N,Final
Sub-County Place,Fairview CDP,2010,Annual,"5,700","4,900",800,14.6%,N,Final
Sub-County Place,Fall River Mills CDP,2010,Annual,200,200,0,0%,N,Final
Sub-County Place,Fallbrook CDP,2010,Annual,"14,100","12,200","1,900",13.8%,N,Final
Sub-County Place,Farmersville city,2010,Annual,"4,800","3,700","1,100",22.6%,N,Final
Sub-County Place,Farmington CDP,2010,Annual,100,100,0,18.5%,N,Final
Sub-County Place,Fellows CDP,2010,Annual,100,100,0,4.2%,N,Final
Sub-County Place,Felton CDP,2010,Annual,"2,700","2,500",200,7.8%,N,Final
Sub-County Place,Ferndale city,2010,Annual,700,700,100,9.1%,N,Final
Sub-County Place,Fetters Hot Springs-Agua Caliente CDP,2010,Annual,"1,900","1,800",100,7.5%,N,Final
Sub-County Place,Fiddletown CDP,2010,Annual,100,100,0,0%,N,Final
Sub-County Place,Fieldbrook CDP,2010,Annual,500,500,0,9.5%,N,Final
Sub-County Place,Fields Landing CDP,2010,Annual,100,100,0,20.1%,N,Final
Sub-County Place,Fillmore city,2010,Annual,"6,900","6,100",800,12.1%,N,Final
Sub-County Place,Firebaugh city,2010,Annual,"3,400","2,900",600,17%,N,Final
Sub-County Place,Fish Camp CDP,2010,Annual,0,0,0,0%,N,Final
Sub-County Place,Florence-Graham CDP,2010,Annual,"25,700","22,200","3,500",13.5%,N,Final
Sub-County Place,Florin CDP,2010,Annual,"20,500","16,900","3,500",17.3%,N,Final
Sub-County Place,Floriston CDP,2010,Annual,0,0,0,0%,N,Final
Sub-County Place,Flournoy CDP,2010,Annual,0,0,0,6.8%,N,Final
Sub-County Place,Folsom city,2010,Annual,"34,400","31,500","2,900",8.4%,N,Final
Sub-County Place,Fontana city,2010,Annual,"91,300","77,900","13,300",14.6%,N,Final
Sub-County Place,Foothill Farms CDP,2010,Annual,"15,500","13,100","2,400",15.2%,N,Final
Sub-County Place,Forbestown CDP,2010,Annual,200,200,0,9.5%,N,Final
Sub-County Place,Ford City CDP,2010,Annual,"1,600","1,300",400,22.4%,N,Final
Sub-County Place,Forest Meadows CDP,2010,Annual,800,700,100,7.3%,N,Final
Sub-County Place,Forest Ranch CDP,2010,Annual,600,600,100,9.8%,N,Final
Sub-County Place,Foresthill CDP,2010,Annual,"1,000","1,000",100,7.8%,N,Final
Sub-County Place,Forestville CDP,2010,Annual,"1,700","1,400",300,16.4%,N,Final
Sub-County Place,Fort Bidwell CDP,2010,Annual,100,0,0,4.9%,N,Final
Sub-County Place,Fort Bragg city,2010,Annual,"3,600","3,300",300,9.1%,N,Final
Sub-County Place,Fort Irwin CDP,2010,Annual,"1,700","1,200",500,28.9%,N,Final
Sub-County Place,Fort Jones city,2010,Annual,300,200,100,22%,N,Final
Sub-County Place,Fort Washington CDP,2010,Annual,200,200,100,30.8%,N,Final
Sub-County Place,Fortuna city,2010,Annual,"4,800","4,300",500,10.6%,N,Final
Sub-County Place,Foster City city,2010,Annual,"16,500","15,200","1,300",7.7%,N,Final
Sub-County Place,Fountain Valley city,2010,Annual,"28,100","25,400","2,700",9.6%,N,Final
Sub-County Place,Fowler city,2010,Annual,"2,700","2,400",400,13.9%,N,Final
Sub-County Place,Franklin CDP (Merced County),2010,Annual,"2,300","2,000",400,15.8%,N,Final
Sub-County Place,Franklin CDP (Sacramento County),2010,Annual,0,0,0,0%,N,Final
Sub-County Place,Frazier Park CDP,2010,Annual,"1,300","1,200",100,7.7%,N,Final
Sub-County Place,Freedom CDP,2010,Annual,"1,600","1,200",400,25.4%,N,Final
Sub-County Place,Freeport CDP,2010,Annual,0,0,0,0%,N,Final
Sub-County Place,Fremont city,2010,Annual,"108,900","99,500","9,400",8.7%,N,Final
Sub-County Place,French Camp CDP,2010,Annual,"1,300",900,400,28.1%,N,Final
Sub-County Place,French Gulch CDP,2010,Annual,100,100,0,14.8%,N,Final
Sub-County Place,French Valley CDP,2010,Annual,"9,200","8,100","1,100",12.2%,N,Final
Sub-County Place,Fresno city,2010,Annual,"236,300","193,700","42,500",18%,N,Final
Sub-County Place,Friant CDP,2010,Annual,200,100,0,14.6%,N,Final
Sub-County Place,Fruitdale CDP,2010,Annual,700,700,0,1.8%,N,Final
